DATE,CAMPAIGN_ID,COUNTRY_ID,STATE_ID,SPEND,IMPRESSIONS,CLICKS
2023-03-26,16529545136,2458,20740,4.11,638,6
2022-10-27,11698174219,2356,20458,0.00,2,0
2022-12-01,8687082217,2840,21182,0.00,9,0
2022-12-31,19316233353,2840,21146,2.19,7,1
2023-03-27,16985277335,2840,21135,0.00,3,0
2022-10-02,9731536273,2840,21159,48.08,20,1
2023-01-20,16107460064,2840,21164,45.32,768,5
2023-04-01,16517320743,2276,20234,30.51,2526,1
2023-01-09,17298592738,2040,20046,39.30,772,7
2022-12-30,8687082217,2840,21136,17.40,24,1
2023-02-28,16976496847,2276,20232,115.80,2763,9
2023-01-01,9731196168,2036,20035,0.00,61,0
2022-12-05,16193384549,2036,20039,8.36,94,0
2022-11-22,16985277335,2484,20700,27.61,5132,54
2023-01-12,9716491608,2040,20046,0.00,5,0
2022-10-28,9731536273,2840,21146,0.00,49,0
2023-03-07,9716491608,2040,20043,0.00,12,0
2023-03-07,1030237413,2840,21141,103.42,32,1
2023-02-18,1012855394,2356,20464,0.00,3,0
2022-10-03,9645746542,2040,20046,0.00,56,0
2023-02-07,16096245591,2484,20703,9.56,811,4
2022-10-02,16517320743,2276,20238,15.52,286,0
2023-01-11,16985277335,2840,21136,6.46,109,4
2022-10-08,16705812708,2276,20228,142.73,6766,15
2022-10-12,18416696815,2356,21289,0.38,131,0
2023-01-03,17197475739,2840,21170,535.76,3352,12
2022-12-06,16517320743,2036,20038,167.40,2178,15
2023-03-06,10586966769,2276,20230,0.00,3,0
2023-01-06,17344179530,2840,21152,171.92,649,7
2023-01-20,19072463248,2356,21336,0.00,2,0
2022-11-04,8688544442,2840,21149,0.00,2,0
2022-12-20,16107460064,2040,20049,3.16,73,1
2023-03-26,16529545136,2356,20460,197.35,33232,356
2023-02-22,8686907662,2840,21154,0.00,2,0
2023-01-27,8687082217,2840,21158,0.00,3,0
2022-10-29,16101107713,2276,20241,1.11,48,0
2022-11-04,16334770689,2840,21183,58.82,459,4
2023-01-20,16985277335,2840,21135,0.00,2,0
2022-12-22,16985277335,2840,21170,0.00,22,0
2023-01-14,8688544442,2840,21158,20.14,2,1
2023-01-31,16985277335,2484,20716,71.44,6491,70
2023-01-18,17335759645,2458,20741,49.66,5372,6
2022-12-05,8686907662,2840,21136,52.88,31,2
2023-01-06,8686907662,2840,21180,95.07,49,1
2023-04-01,8688544442,2840,21138,11.91,27,6
2022-10-04,16193384549,2276,20227,0.35,10,0
2023-03-18,16529545136,2076,20102,14.99,2594,5
2023-01-01,19329701910,2076,20103,0.02,5,0
2023-01-19,16193384549,2040,20043,7.54,46,0
2022-11-21,18889806200,2840,21142,5.30,22,0
2023-03-07,9645746542,2276,20234,16.17,282,4
2023-02-28,9731536273,2840,21170,132.88,235,1
2023-01-03,8686907662,2840,21161,0.00,2,0
2023-02-01,16985277335,2484,20697,22.28,2270,25
2023-01-05,9731536273,2840,21143,0.00,44,0
2022-10-08,15942125913,2076,21232,2.83,894,11
2023-01-12,16985277335,2484,20700,19.95,3250,30
2022-10-01,16107460064,2276,20240,82.10,1379,1
2022-12-03,19023347656,2484,20706,0.00,43,0
2023-01-25,16517320743,2036,20035,377.95,4313,29
2023-01-23,16517320743,2036,20041,184.33,1941,15
2023-01-22,9645746542,2276,20237,63.97,92,1
2022-12-09,9647872445,2840,21165,0.00,117,0
2022-10-19,16705812708,2840,21151,54.35,848,3
2022-12-29,16529545136,2356,20461,487.20,76430,473
2022-11-03,1012855394,2484,20719,2.19,5,2
2022-12-21,9731536273,2840,21168,0.00,27,0
2022-12-07,9710540067,2840,21171,1437.68,748,15
2022-10-16,16705812708,2840,21132,48.24,299,1
2022-12-19,16529545136,2356,21341,104.45,11808,75
2023-01-09,16193384549,2040,20049,1.56,70,0
2023-03-30,9710540067,2840,21153,87.67,269,3
2022-11-30,19023347656,2356,20471,33.01,3361,12
2022-12-05,19023347707,2076,20088,0.00,9,0
2022-10-24,9816569721,2036,20037,0.00,22,0
2023-02-24,16985277335,2840,21177,4.26,56,2
2023-03-03,8686907662,2840,21176,293.69,109,8
2022-12-16,16529545136,2076,20088,209.53,9217,40
2023-02-04,16705812708,2036,20040,67.98,2531,12
2022-10-07,16107460064,2840,21161,39.14,97,1
2023-03-04,16529545136,2484,20696,8.49,1076,6
2022-12-29,1030237413,2840,21144,0.00,5,0
2022-11-27,1012855394,2484,20725,0.00,5,0
2022-10-07,16705812708,2840,21169,94.70,2315,8
2023-01-27,16705812708,2840,21158,2.29,320,1
2023-02-20,17335759645,2484,20723,2.79,172,0
2023-03-10,17197475739,2840,21143,627.18,2681,43
2022-12-22,16107460064,2840,21173,129.14,986,5
2022-11-19,17344179530,2840,21141,0.38,31,0
2023-01-09,9731536273,2840,21135,0.00,14,0
2023-02-06,8686907662,2840,21150,0.00,5,0
2022-11-21,8687082217,2840,21145,0.00,2,0
2022-11-28,11652085410,2840,21157,24.93,7,1
2022-10-30,17335759645,2076,21230,4.89,1238,0
2022-11-14,17298592738,2276,20231,447.37,5732,44
2023-03-07,16705812708,2840,21138,28.91,923,5
2023-01-25,1012855394,2484,20698,0.00,2,0
2023-02-19,16985277335,2840,21173,0.51,27,0
2023-02-08,9816566817,2840,21151,0.00,88,0
2022-12-10,9816566817,2840,21178,23.01,60,1
2022-10-02,8686907662,2840,21143,44.38,14,1
2022-12-25,17298592738,2040,20043,341.64,4374,25
2022-11-21,17335759645,2076,21229,3.16,63,0
2023-03-22,16129801833,2840,21146,459.11,1413,8
2022-12-28,16107460064,2840,21150,650.93,6465,32
2023-01-01,9645746542,2040,20050,108.09,199,1
2023-04-04,17298592738,2040,20044,109.37,3113,13
2023-01-27,16985277335,2484,20716,71.40,7597,95
2022-10-29,11654183162,2276,20233,0.00,5,0
2023-02-05,9611555892,2276,20235,196.53,43,3
2022-12-19,16107460064,2036,20039,46.17,474,1
2022-12-07,8686907662,2840,21143,3.97,31,1
2022-11-08,8687082217,2840,21169,0.00,2,0
2022-11-21,9816566817,2840,21148,157.67,14,1
2023-02-03,9647872445,2840,21154,50.14,218,1
2023-02-12,10586966769,2276,20229,12.33,141,1
2022-10-13,9985023596,2276,20234,0.00,54,0
2023-04-03,16141721408,2276,20237,0.47,139,0
2022-10-25,11652085410,2840,21155,0.00,43,0
2023-03-17,16107460064,2276,20234,71.54,578,4
2023-03-29,16985277335,2862,9069667,0.14,27,0
2023-04-02,17335759645,2076,20090,14.24,1190,1
2023-02-17,16129801833,2840,21153,468.61,4024,11
2023-01-07,10586966769,2040,20048,0.00,17,0
2022-12-17,16135846000,2076,20103,26.63,2042,4
2022-10-01,1012855394,2356,20454,4.11,27,1
2023-03-29,8687082217,2840,21139,0.00,2,0
2023-02-12,16985277335,2840,21150,2.31,27,1
2022-12-06,1012855394,2356,20453,0.14,5,1
2023-01-25,8689311018,2036,20041,0.00,3,0
2023-03-19,9645746542,2040,20047,1.37,131,1
2023-01-08,17335759645,2484,20713,96.58,5792,11
2022-12-23,1012855394,2076,20096,0.00,3,0
2022-10-15,18598496615,2840,21145,29.86,3,1
2022-10-09,1012855394,2356,20470,0.00,2,0
2022-12-23,9731536273,2840,21164,0.00,10,0
2023-04-02,16517320743,2036,20039,6.80,301,1
2022-11-19,16705812708,2840,21164,109.89,1576,38
2022-10-04,16705812708,2276,20241,59.59,887,6
2022-10-11,16985277335,2484,20710,34.87,5034,72
2022-10-27,1012855394,2076,20102,0.27,17,1
2022-12-31,17335759645,2076,20101,253.71,9753,25
2023-01-31,17298592738,2040,20042,14.74,750,2
2023-03-30,17344179530,2840,21161,6.56,54,1
2022-12-23,16141721408,2036,20035,384.82,2608,28
2022-11-02,8687082217,2840,21171,0.00,56,0
2022-11-24,16193384549,2040,20050,41.62,134,1
2023-03-13,16529545136,2076,20105,21.77,2067,6
2023-03-25,19097200206,2484,20717,22.61,366,1
2022-10-25,18592067436,2840,21158,0.00,581,0
2022-11-26,16129801833,2840,21184,81.20,563,0
2022-10-26,16529545136,2356,9061642,66.72,13721,140
2023-03-26,19097200206,2356,21289,10.14,371,1
2022-11-27,16334770689,2840,21150,1304.35,3575,22
2023-02-19,16096245591,2840,21178,0.23,2,0
2023-03-09,1030237413,2840,21182,386.43,134,4
2023-01-28,19072463248,2076,20102,0.00,14,0
2022-12-31,9731536273,2840,21180,0.00,15,0
2023-03-28,16705812708,2840,21141,2.76,102,1
2022-12-16,16107460064,2840,21153,319.63,2691,14
2023-03-09,16096245591,2484,20724,3.17,207,0
2023-01-07,19324153619,2840,21172,183.56,31,1
2023-03-25,9647872445,2840,21161,6.98,97,1
2022-11-27,16107460064,2840,21180,333.48,3704,12
2022-11-15,16985277335,2840,21175,0.01,105,0
2022-11-11,8686907662,2840,21178,61.78,22,1
2022-11-11,16135846000,2076,20102,25.77,4923,6
2022-11-02,16129801833,2840,21157,2399.57,7548,27
2023-04-02,17335759645,2484,20698,2.60,160,0
2022-10-24,16529545136,2484,20704,5.59,758,5
2023-01-19,19329701910,2484,20716,0.30,12,0
2022-11-27,8686907662,2840,21180,296.03,58,4
2023-03-18,17197475739,2840,21133,272.84,828,9
2022-10-31,18416696815,2356,20472,403.82,51675,183
2023-01-11,16334770689,2840,21145,542.15,5042,23
2022-11-24,9611555898,2040,20042,0.00,2,0
2022-12-16,17298592738,2276,20237,350.36,4626,31
2022-10-26,18595473765,2036,20041,0.00,20,0
2022-10-29,16985277335,2840,21170,1.36,36,1
2023-03-16,15942125913,2076,21230,13.95,1413,11
2022-11-28,9611555898,2276,20234,1.23,22,2
2022-10-18,18601950680,2840,21171,19.04,10,1
2022-11-14,16107460064,2840,21170,108.16,1418,1
2022-12-18,8687082217,2840,21132,0.14,2,1
2022-12-13,16705812708,2840,21178,170.88,2445,7
2023-01-11,8688544442,2840,21180,28.63,20,1
2023-01-26,16517320743,2036,20039,83.45,301,4
2022-11-11,17344179530,2840,21183,10.21,240,2
2023-03-30,19097200206,2840,21165,162.45,3946,6
2022-11-13,1012855394,2356,20460,1.51,44,7
2023-03-16,9985023596,2276,20230,0.00,3,0
2023-03-18,17335759645,2484,20710,22.47,1394,2
2022-12-20,9647872445,2840,21177,166.99,342,4
2023-01-10,16334770689,2840,21138,1541.01,10414,32
2022-12-17,9985023596,2276,20230,0.00,2,0
2022-11-12,8688544442,2840,21166,26.30,9,2
2022-10-26,11698174219,2484,20709,2.33,66,1
2023-03-29,19097200206,2484,20705,9.56,1098,1
2023-01-21,16129801833,2840,21139,420.18,3930,9
2022-10-25,18601828472,2276,20235,76.84,643,4
2022-11-21,16096245591,2840,21168,0.20,2,0
2023-02-02,16529545136,2076,20098,8.82,655,1
2022-12-01,19072463248,2356,9061642,12.60,17,1
2022-10-12,11652085410,2840,21142,23.70,172,1
2022-11-21,16705812708,2040,20047,9.60,741,3
2022-10-18,16705812708,2840,21171,123.03,2841,11
2022-10-13,9731536273,2840,21146,0.00,24,0
2023-03-03,8687082217,2840,21142,0.00,5,0
2023-03-30,16101107713,2036,20040,508.53,4446,15
2022-11-30,16529545136,2484,20716,1.67,631,1
2022-11-29,17335759645,2484,20724,43.32,3216,5
2023-02-21,16705812708,2840,21159,0.03,56,0
2023-03-25,16985277335,2840,21133,3.73,44,2
2023-03-31,16705812708,2036,20041,46.75,1110,5
2023-03-08,16334770689,2840,21170,520.26,2635,14
2023-01-26,9731196168,2036,20035,16.85,197,1
2023-01-06,16129801833,2840,21158,705.13,2647,13
2022-11-26,1030237413,2840,21148,2675.20,592,8
2022-12-22,1012855394,2356,20453,0.00,2,0
2022-12-23,17335759645,2484,20713,229.77,6933,18
2022-12-31,19324153619,2840,21147,386.16,151,3
2022-12-23,16096245591,2484,20715,5.66,318,1
2022-12-15,16529545136,2484,20710,40.18,2077,8
2023-03-06,9611555928,2040,20050,50.55,58,6
2022-10-17,9716491608,2276,20236,36.30,9,1
2023-02-11,17197475739,2840,21161,64.88,383,2
2022-12-06,17197475739,2840,21143,597.84,723,6
2023-03-10,1012855394,2458,20749,0.00,7,0
2023-04-04,9647872445,2840,21161,39.73,111,2
2022-10-13,9731536273,2840,21140,0.00,43,0
2023-01-19,16529545136,2484,20718,8.70,609,5
2022-12-26,16705812708,2276,20232,141.41,5804,26
2022-10-23,17197475739,2840,21182,475.35,444,4
2022-10-02,16141721408,2276,20231,20.69,1190,3
2022-12-28,1030237413,2840,21179,0.00,10,0
2022-10-14,17335759645,2076,20091,10.68,1182,1
2022-11-06,16976496847,2040,20042,45.39,185,1
2023-01-09,16705812708,2840,21154,1.01,155,0
2022-10-13,11698174219,2458,20749,0.00,10,0
2022-12-21,9647872445,2840,21174,44.39,15,1
2023-03-08,10586966769,2276,20230,0.00,15,0
2022-11-30,8709347981,2036,20038,0.00,2,0
2023-01-30,16517320743,2276,20235,250.59,10601,34
2022-11-22,8688544442,2840,21184,0.00,2,0
2022-12-14,16107460064,2840,21175,600.23,7897,20
2023-03-01,16129801833,2840,21133,538.17,4490,7
2022-11-09,16107460064,2840,21132,10.42,179,1
2022-12-04,19023347707,2484,20715,0.00,2,0
2022-12-01,9731536273,2840,21144,0.00,3,0
2023-01-17,16985277335,2484,20715,41.82,8983,89
2022-10-11,9647872445,2840,21172,0.00,53,0
2022-10-30,9611555892,2276,20227,0.00,3,0
2022-10-31,8686907662,2840,21177,16.30,9,1
2022-10-25,9647872445,2840,21144,0.00,19,0
2022-10-19,16193384549,2276,20228,43.06,158,1
2022-11-20,16334770689,2840,21149,436.08,1197,9
2023-03-15,9710540067,2840,21170,543.70,219,7
2022-10-23,18597674878,2840,21146,0.00,27,0
2022-10-20,18592041816,2484,20718,8.91,10,1
2023-02-27,8689311018,2036,20040,104.65,20,2
2023-01-01,1012855394,2566,21564,0.14,7,1
2023-01-02,19324153619,2840,21166,0.00,32,0
2023-01-19,19329701910,2276,20234,18.15,238,0
2022-10-27,16101107713,2040,20045,6.61,163,0
2023-03-24,16141721408,2040,20044,7.72,192,1
2022-11-11,17197475739,2840,21168,483.96,733,8
2022-10-16,16096245591,2840,21153,0.07,3,0
2023-03-04,16096245591,2484,20721,0.59,48,0
2022-11-17,15942125913,2076,20099,62.19,7346,50
2023-04-04,16705812708,2840,21164,52.92,1924,14
2023-02-23,9716491608,2040,20043,0.00,3,0
2022-10-21,16107460064,2840,21162,44.64,275,1
2022-12-21,16529545136,2356,21336,78.68,9020,64
2022-12-12,16141721408,2036,20041,86.08,1090,10
2022-10-07,8686907662,2840,21154,0.00,3,0
2022-11-26,11652085410,2840,21175,29.04,10,1
2022-12-31,16517320743,2276,20226,661.82,16895,39
2023-03-23,9731536273,2840,21175,115.20,264,3
2023-01-11,1012855394,2076,20102,0.14,20,1
2022-10-09,16129801833,2840,21180,4033.24,26651,57
2022-11-30,16985277335,2484,20712,7.08,1059,15
2022-12-04,16096245591,2484,20698,1.75,109,1
2022-11-12,17298592738,2040,20050,414.16,6319,40
2023-04-01,9710540067,2840,21176,1105.28,1705,22
2023-03-06,16529545136,2076,20094,35.71,3315,9
2022-12-24,9816566817,2840,21137,2.60,37,1
2023-03-17,15942125913,2076,20105,54.42,9794,84
2022-12-30,16107460064,2036,20041,635.93,10963,33
2022-11-16,16107460064,2276,20236,97.33,1182,6
2022-11-18,9611555928,2276,20236,5.34,32,1
2022-11-18,16107460064,2840,21156,342.19,2922,11
2022-12-25,8687082217,2840,21162,25.21,2,1
2023-02-10,8687082217,2840,21160,0.00,15,0
2022-11-15,17197475739,2840,21158,122.18,111,1
2023-01-10,8686907662,2840,21160,133.28,46,2
2022-10-14,18598862587,2840,21146,0.00,5,0
2023-03-14,9656161861,2276,20235,118.08,763,8
2023-02-15,16129801833,2840,21183,177.28,906,4
2023-03-17,16985277335,2840,21142,14.19,281,5
2023-01-20,16096245591,2484,20699,5.74,360,1
2022-12-13,9710540067,2840,21144,139.59,80,2
2022-11-28,16107460064,2840,21170,187.95,1698,6
2023-03-12,16107460064,2840,21165,11.93,111,0
2022-11-14,16107460064,2840,21159,54.92,252,3
2022-11-25,9816566817,2840,21165,0.00,9,0
2022-11-25,17197475739,2840,21178,465.74,401,4
2022-11-25,17197475739,2840,21135,86.37,112,1
2022-10-31,1012855394,2484,20724,0.42,5,1
2022-11-18,16985277335,2840,21160,1.41,141,1
2022-11-18,16334770689,2840,21154,87.45,476,3
2022-11-19,8686907662,2840,21150,198.22,15,1
2022-10-22,10586966769,2040,20049,0.00,2,0
2023-01-01,19329701910,2484,20723,0.04,2,0
2022-10-21,18592031661,2276,20234,10.82,7,1
2023-02-23,15942125913,2076,20087,39.97,5498,46
2022-12-07,16705812708,2040,20048,7.72,418,2
2022-10-22,18598763218,2840,21166,95.48,65,1
2022-10-23,18598763218,2840,21164,0.00,109,0
2022-12-22,19316233353,2840,21167,4.11,17,1
2022-11-24,19016565285,2356,21337,0.00,233,0
2023-03-06,16334770689,2840,21141,97.90,196,1
2022-12-03,9656161861,2040,20046,32.33,26,1
2022-12-12,9731536273,2840,21143,0.00,189,0
2023-01-21,17197475739,2840,21157,786.15,1200,15
2023-02-06,9731536273,2840,21132,42.47,36,1
2022-10-15,18416687023,2840,21147,1724.54,7540,97
2022-11-04,16101107713,2276,20227,4.41,53,0
2023-03-30,10586966769,2276,20236,3.70,37,1
2022-10-21,8709347981,2036,20037,0.00,5,0
2023-01-28,16985277335,2862,9069667,0.08,26,0
2022-12-14,19072463248,2076,20094,52.88,5,1
2023-01-13,9731536273,2840,21141,0.00,5,0
2022-11-02,16705812708,2276,20231,145.11,3922,20
2023-01-16,16517320743,2276,20233,14.21,731,1
2023-03-04,8688544442,2840,21178,3.56,9,1
2023-03-12,16705812708,2840,21161,18.73,141,2
2023-03-06,9647872445,2840,21157,238.50,1051,9
2023-02-04,16529545136,2076,20096,10.10,1034,5
2023-03-14,16976496847,2276,20226,556.45,6989,19
2023-03-08,1012855394,2484,20704,0.00,5,0
2022-12-28,17335759645,2076,20094,905.03,33279,48
2022-10-03,1030237413,2840,21170,804.64,706,9
2022-11-29,16129801833,2840,21163,209.54,979,4
2022-12-29,17197475739,2840,21144,1037.48,1873,13
2022-10-13,10586966769,2276,20232,21.64,26,1
2022-11-11,16985277335,2484,20705,21.82,4786,71
2023-02-22,9611555898,2040,20045,0.14,3,1
2023-02-02,8687082220,2036,20035,5.89,48,8
2023-01-30,17335759645,2484,20700,7.89,971,0
2023-01-13,19329701910,2356,21338,0.05,3,0
2022-10-14,17197475739,2840,21183,0.01,48,0
2022-10-26,18598763218,2840,21167,4.70,350,1
2022-11-22,17335759645,2076,20089,3.53,219,0
2023-03-12,19763965848,2840,21146,0.00,3,0
2023-02-28,8709347981,2036,20040,0.00,15,0
2022-11-02,8687082217,2840,21152,0.00,22,0
2022-10-16,18598835899,2276,20241,0.00,3,0
2022-12-26,17344179530,2840,21151,336.72,3244,26
2023-01-13,17197475739,2840,21154,16.99,282,0
2023-01-23,16529545136,2458,20739,12.95,1882,6
2022-11-25,16529545136,2484,20718,1.41,355,2
2023-01-15,17197475739,2840,21162,452.50,597,4
2023-01-29,1012855394,2356,21335,0.55,10,3
2022-10-01,16529545136,2076,21229,2.19,393,0
2023-01-27,9716491608,2276,20230,0.00,12,0
2023-02-02,16529545136,2484,20706,22.10,1981,11
2022-12-01,16107460064,2840,21143,803.92,8784,34
2022-12-11,9647872445,2840,21169,626.84,384,7
2022-10-11,18416687023,2840,21148,561.96,3567,34
2023-01-05,16705812708,2840,21140,15.63,554,2
2022-11-29,16705812708,2036,20040,65.84,1828,10
2022-11-16,9731536273,2840,21179,0.00,7,0
2022-12-22,9710540067,2840,21163,0.00,5,0
2022-10-08,9710540067,2840,21149,40.96,105,1
2022-12-01,9710540067,2840,21166,0.00,75,0
2023-01-15,15942125913,2076,20088,83.39,15485,89
2023-04-01,16985277335,2840,21156,0.32,14,0
2023-03-14,8709347981,2036,20038,0.00,3,0
2023-01-09,16517320743,2276,20236,57.60,1382,4
2022-12-31,1030237413,2840,21176,210.41,163,2
2022-11-27,1012855394,2484,20703,11.92,56,6
2023-01-15,16976496847,2276,20240,694.23,14593,25
2022-10-06,1030237413,2840,21153,591.37,536,7
2022-12-06,1012855394,2076,20103,0.00,15,0
2023-04-03,9656161861,2040,20042,0.00,2,0
2022-11-02,9611555928,2276,20239,0.00,9,0
2023-02-06,8687082217,2840,21182,0.00,10,0
2023-02-20,17197475739,2840,21135,266.61,1433,6
2022-11-19,18889806200,2276,20233,0.31,10,0
2022-12-30,15942125913,2076,21227,63.96,7732,46
2022-12-26,19316350491,2276,20229,0.96,10,1
2023-01-01,9647872445,2840,21167,153.70,507,3
2023-01-17,16096245591,2484,20694,0.45,29,0
2022-12-05,16334770689,2840,21165,801.16,6207,19
2023-01-18,1030237413,2840,21162,0.00,7,0
2022-10-06,18416696815,2356,20455,27.18,10846,25
2022-10-20,11698174219,2356,20471,0.00,14,0
2022-12-30,19329701910,2076,21230,8.71,381,1
2022-12-02,16517320743,2276,20226,36.39,602,5
2023-01-14,9716491608,2276,20227,0.00,34,0
2022-12-23,16129801833,2840,21137,34340.05,212383,806
2022-11-22,17335759645,2076,20100,1.17,94,0
2022-10-02,8686907662,2840,21167,52.47,29,2
2023-03-16,16705812708,2840,21159,7.37,121,1
2023-01-28,16129801833,2840,21155,1958.02,17881,32
2022-12-13,16529545136,2458,20750,15.74,1678,8
2023-01-13,1012855394,2356,20471,0.14,20,1
2023-02-16,9647872445,2840,21154,0.00,100,0
2022-10-23,16976496847,2040,20043,1.99,262,0
2022-12-26,17197475739,2840,21179,124.17,185,2
2023-02-22,16529545136,2356,21335,35.24,5515,55
2023-02-06,16985277335,2862,9069666,0.05,22,0
2023-02-18,9647872445,2840,21166,78.63,279,1
2023-01-12,17335759645,2076,20102,41.87,3407,4
2023-04-02,16985277335,2840,21169,0.01,22,0
2023-01-17,19316350491,2276,20230,0.00,3,0
2022-10-08,16529545136,2356,20453,101.34,14071,180
2022-10-29,18597674878,2840,21167,82.72,1059,6
2023-01-04,19329701910,2036,20038,10.70,41,0
2023-01-27,16129801833,2840,21182,489.49,5605,8
2023-01-04,8687082220,2036,20035,213.56,78,7
2022-10-16,18598763218,2840,21165,5.34,34,1
2022-10-28,16107460064,2276,20237,19.34,250,1
2023-02-28,9645746542,2276,20234,153.15,359,4
2023-01-14,19329701910,2840,21150,0.69,14,0
2023-03-25,16976496847,2040,20048,79.94,3339,4
2023-03-18,16705812708,2840,21169,42.07,921,6
2022-12-18,17197475739,2840,21158,67.28,247,1
2022-12-06,16334770689,2840,21150,932.60,6149,15
2023-01-17,19323491410,2276,20228,2.19,24,2
2022-11-11,1012855394,2458,20738,1.09,19,1
2022-10-22,17298592738,2040,20045,76.06,1319,11
2023-04-03,19097200206,2840,21140,425.01,8269,9
2022-12-13,16985277335,2840,21173,0.00,12,0
2023-01-17,16107460064,2840,21176,319.15,4775,11
2023-03-27,16334770689,2840,21154,203.67,852,5
2022-12-29,16517320743,2040,20045,429.02,11317,26
2023-01-19,9656161861,2276,20240,0.00,14,0
2022-10-06,16334770689,2840,21167,1314.53,10855,49
2022-10-15,8687082217,2840,21153,44.79,5,1
2022-12-06,19072463248,2484,20708,3.70,19,1
2022-11-26,16107460064,2040,20045,26.62,418,1
2023-02-12,9645746542,2276,20230,0.00,32,0
2022-12-09,9816569721,2036,20041,4.25,43,1
2022-11-12,8686907662,2840,21152,54.79,24,1
2023-02-07,17197475739,2840,21133,406.22,607,6
2022-11-10,16129801833,2840,21183,1370.93,4338,18
2022-10-14,16985277335,2840,21151,0.01,20,0
2022-12-25,16129801833,2840,21140,808.96,5704,24
2023-02-28,16129801833,2840,21133,614.73,5398,10
2023-01-03,9985023596,2276,20234,0.00,60,0
2023-01-14,16529545136,2356,20466,23.48,5902,62
2023-01-02,16517320743,2040,20046,105.65,4259,12
2022-11-08,1012855394,2484,20708,3.01,44,3
2022-12-30,19316233353,2840,21167,125.21,49,8
2022-10-23,16529545136,2484,20719,16.26,2457,13
2023-02-26,16193384549,2036,20040,412.84,587,11
2023-02-28,8689311018,2036,20041,112.74,15,3
2022-12-27,16985277335,2484,20708,155.89,19047,260
2022-12-26,9611555892,2276,20239,22.05,10,1
