DATE,CAMPAIGN_ID,COUNTRY_ID,SPEND,IMPRESSIONS,CLICKS
2022-06-04,9716491608,2702,7.01,224,4
2022-05-17,16101107713,2056,108.96,17240,104
2022-04-17,9611555892,2250,15.00,85,8
2022-04-20,8687082220,2372,1.29,27,5
2022-02-24,9816566817,2840,34.00,1967,13
2022-02-22,16141721408,2826,522.66,72655,319
2022-01-05,11197751667,2446,0.37,26,3
2022-05-24,9716491608,2344,0.48,82,1
2022-08-28,1012855394,2792,8.75,156,11
2022-07-22,11698174219,2840,0.19,151,1
2022-02-15,16101107713,2056,7.46,3424,11
2022-09-20,17335759645,2642,27.44,11220,13
2022-04-15,16107460064,2826,125.65,4517,22
2022-11-21,16141721408,2376,34.83,23361,85
2022-10-22,16096245591,2630,1.01,452,2
2022-09-06,11698174219,2404,0.00,15,0
2022-06-18,8688544442,2840,207.85,1574,205
2022-10-29,17298592738,2040,141.86,18452,140
2022-01-14,15581730457,2246,2.81,541,0
2022-07-28,9716491608,2344,2.66,122,1
2022-02-23,14529333589,2124,16.43,3801,32
2023-02-06,9645746542,2634,0.41,578,2
2022-12-30,16985277335,2170,46.33,70579,576
2022-05-31,1012855394,2258,0.00,7,0
2022-09-30,1012855394,2710,2.05,34,3
2022-08-28,1012855394,2705,0.71,17,2
2022-01-31,1012855394,2292,0.00,2,0
2023-02-22,1012855394,2032,2.40,92,8
2022-07-23,11698174219,2840,0.00,95,0
2022-09-20,9611555928,2040,0.79,46,4
2023-01-02,19329701910,2440,0.23,49,0
2022-12-04,9611555892,2682,0.00,2,0
2022-06-06,16517320743,2756,61.16,6229,32
2022-09-29,16101107713,2470,1.74,2773,1
2022-07-23,1012855394,2598,0.00,7,0
2022-05-08,1012855394,2116,0.01,2,1
2022-11-14,1012855394,2860,0.00,3,0
2022-09-29,17197475739,2840,1029.09,9588,104
2022-05-23,16096245591,2222,0.12,61,0
2022-02-23,9731536273,2840,25.52,940,8
2022-01-02,9985023596,2702,0.00,141,0
2022-01-14,11698174219,2356,0.08,3,1
2022-01-27,1030237413,2840,1100.10,22943,157
2022-06-05,16141721408,2578,3.94,746,4
2022-10-29,1012855394,2158,0.01,37,1
2022-05-04,16101107713,2344,146.81,51809,194
2022-11-09,1012855394,2458,1.32,70,1
2022-02-18,16141748399,2152,204.89,179977,999
2022-07-10,16193384549,2826,317.56,11606,57
2022-10-09,9656161861,2056,36.19,1098,16
2022-11-11,16548613620,2124,47.99,2604,13
2023-02-14,9645746542,2414,1.56,287,1
2023-04-01,1012855394,2191,0.00,7,0
2022-09-20,16985277335,2152,59.03,84284,440
2023-03-11,17335759645,2604,6.54,7143,8
2022-08-28,9716491602,2036,244.29,2445,41
2022-08-24,9656161861,2756,16.41,360,5
2022-03-09,1012855394,2604,1.14,160,13
2023-03-15,9716491608,2784,11.52,519,7
2022-02-06,16096245591,2724,0.51,156,1
2022-09-20,9611555898,2410,0.00,7,0
2022-01-19,8687082220,2036,7.64,165,11
2022-10-30,18597674638,2040,3.11,2072,6
2022-08-12,9985023596,2352,0.00,2,0
2022-11-18,10586966769,2344,0.00,26,0
2022-04-07,16603644177,2442,23.74,25150,51
2022-11-24,16141721408,2276,18.73,4345,19
2022-08-06,9645632783,2826,375.72,28977,101
2022-09-05,16101107713,2124,482.03,34697,101
2022-01-07,9645746542,2756,37.62,726,9
2022-11-12,8688544442,2840,292.85,797,158
2022-07-04,16096245591,2170,9.99,8505,21
2023-03-29,19097200206,2360,60.83,25449,57
2022-05-01,9656161861,2352,4.42,44,1
2022-06-28,16985277335,2630,2.34,1421,16
2023-03-31,16705812708,2840,296.57,58767,463
2023-03-08,16193384549,2492,0.00,10,0
2022-02-02,9716491608,2784,12.41,627,2
2022-04-30,16985478467,2608,114.76,187910,805
2022-06-23,11698174219,2732,0.00,17,0
2023-02-19,1012855394,2484,20.94,393,24
2023-01-10,19329701910,2616,5.05,865,0
2022-03-29,16463239324,2704,122.92,186997,593
2022-12-31,16985277335,2630,2.99,2339,13
2022-09-22,11698174219,2533,0.00,7,0
2023-01-10,19072463248,2156,2.95,7,1
2022-11-22,9611555889,2578,5.59,26,1
2022-12-31,19072463248,2616,0.16,43,2
2022-04-14,16730810874,2642,0.03,9,0
2023-01-10,8689311018,2826,307.18,304,16
2022-07-19,1012855394,2450,0.00,5,0
2022-01-14,15589107336,2208,0.00,5,0
2022-01-05,15589107351,2376,0.00,5,0
2022-11-30,19023561017,2620,5.36,1185,1
2022-07-04,9656161861,2392,1.32,85,1
2022-12-16,16101107713,2528,255.02,27360,95
2022-02-07,9716491602,2372,18.93,522,7
2022-02-16,9645746542,2048,0.66,461,1
2022-04-16,9716491608,2784,4.99,189,3
2022-12-30,16193384549,2528,115.89,7361,32
2022-02-09,16096245591,2630,0.03,27,0
2022-03-19,9731196168,2826,13.32,600,4
2022-01-22,15589107336,2376,0.00,9,0
2022-10-30,16193384549,2784,21.22,2414,8
2022-03-28,1012855394,2050,0.00,24,0
2022-11-26,1012855394,2100,0.00,27,0
2022-04-03,16141748399,2630,60.53,29786,161
2023-03-31,10586966766,2578,2.55,75,1
2023-03-18,8709347981,2036,1.25,112,1
2022-04-05,1012855394,2356,11.56,661,39
2022-12-30,16141721408,2344,55.29,44695,113
2022-11-16,10586966769,2634,0.00,9,0
2022-11-06,16517320743,2246,52.28,10355,34
2022-10-30,1012855394,2340,0.01,43,1
2022-09-15,1012855394,2222,0.03,15,1
2022-05-21,16766225199,2528,49.27,6843,64
2022-06-26,1012855394,2740,0.00,2,0
2022-02-28,9611555895,2246,13.41,173,22
2022-09-03,16517320743,2036,169.69,15557,121
2022-05-30,9985023593,2752,2.03,97,1
2022-12-23,16141721408,2352,7.13,974,6
2023-02-26,1012855394,2268,0.01,12,1
2022-08-16,1012855394,2203,1.71,36,6
2023-01-13,9611555928,2276,66.59,245,11
2022-07-05,16101107713,2124,705.00,57375,144
2022-12-02,18862348236,2040,20.84,6324,10
2022-11-07,9985023596,2056,11.69,1737,4
2022-10-06,9611555898,2276,2.74,60,10
2022-01-11,11038204927,2442,2.45,454,2
2022-07-20,9656161861,2784,9.08,665,6
2022-05-15,9645746542,2470,0.00,90,0
2023-04-02,16517320743,2528,61.99,21923,76
2022-10-17,11698174219,2191,0.04,126,1
2022-08-31,16193384549,2410,6.72,673,3
2022-09-07,8709347981,2826,1.51,88,1
2023-01-29,16101107713,2250,25.72,3053,10
2022-03-15,16517320743,2752,51.01,5365,25
2022-09-13,8709347981,2036,1.10,15,1
2022-11-30,9716491608,2048,0.00,29,0
2022-05-24,16985277335,2188,11.97,13853,141
2022-05-16,9611555895,2752,0.74,24,3
2023-01-30,9656161858,2578,45.75,1265,10
2023-01-31,17335759645,2428,5.10,1234,5
2022-07-04,16101107713,2048,15.04,18574,48
2022-12-28,16101107713,2634,157.38,30889,113
2022-11-29,17335759645,2484,126.15,84390,68
2022-01-01,15589107354,2724,0.67,209,1
2022-05-14,16193384549,2376,175.32,74331,169
2022-02-02,11510088205,2528,17.88,247,6
2022-01-01,11510088205,2554,25.58,3871,6
2022-03-19,9645632783,2124,49.62,1783,6
2022-04-11,16107460064,2040,0.01,102,0
2022-03-02,9716491608,2392,2.58,145,1
2022-12-17,8709347981,2826,21.41,308,6
2022-02-28,16090441168,2704,57.08,33337,134
2023-02-24,16101107713,2250,10.71,3448,4
2023-01-07,19329701910,2458,0.28,102,1
2022-06-22,1012855394,2068,0.04,46,2
2022-01-12,14319085185,2840,6056.19,173036,1943
2022-09-11,11698174219,2756,0.00,2,0
2022-06-28,9611555925,2208,0.00,15,0
2022-12-12,9611555892,2276,77.73,184,14
2022-12-31,9716491608,2724,8.70,180,2
2022-07-07,16101107713,2784,189.77,76430,205
2023-03-17,16517320743,2578,18.45,5173,13
2022-11-29,19016565285,2604,4.60,94,1
2022-07-26,11698174219,2499,0.10,184,3
2023-01-02,16548613620,2124,338.48,29572,64
2022-05-25,1012855394,2524,0.03,20,1
2022-03-11,9646241456,2124,36.84,1958,14
2022-09-06,9716491608,2442,0.00,10,0
2022-11-22,16976496847,2056,12.47,2336,2
2023-02-12,9716491608,2048,2.44,56,2
2022-10-18,9656161861,2756,2.51,53,1
2022-02-02,15680671364,2276,126.15,106201,275
2022-05-11,9645632783,2036,65.03,918,8
2022-09-13,17335759645,2076,135.63,77801,88
2023-01-15,16096245591,2862,1.06,1243,5
2022-07-07,9985023593,2578,2.45,71,1
2022-08-02,1012855394,2203,8.10,68,4
2023-01-13,9611555898,2380,2.27,27,5
2022-10-16,1012855394,2100,0.00,2,0
2023-01-22,16705812708,2246,6.11,7123,32
2022-11-15,9611555928,2682,0.00,58,0
2023-01-04,19323491410,2344,0.00,2,0
2022-05-18,1012855394,2480,0.00,3,0
2022-07-13,1012855394,2348,0.14,56,1
2023-03-28,16141721408,2246,0.71,1989,1
2023-01-09,16141721408,2414,6.93,15264,83
2022-02-27,9645746542,2048,0.00,201,0
2022-12-15,1012855394,2288,0.00,3,0
2022-09-18,11654183162,2344,0.00,19,0
2022-05-29,16517320743,2352,58.19,12631,36
2022-09-18,16193384549,2036,81.86,1261,20
2022-04-09,16141721408,2492,0.00,5,0
2022-08-01,1012855394,2703,3.63,39,4
2022-12-03,9716491602,2124,10.16,275,2
2022-07-08,16101107713,2040,33.49,8497,4
2022-03-13,1012855394,2566,0.00,27,0
2022-11-17,8687082220,2826,167.95,612,67
2022-03-13,16101107713,2554,200.95,161645,517
2022-08-27,1012855394,2275,0.00,2,0
2022-07-08,9646241456,2826,208.58,5829,63
2023-01-03,19329701910,2608,1.18,498,1
2022-10-16,16101107713,2048,5.15,6385,9
